timestamp,ax,ay,az,gx,gy,gz,activity
102179, -0.032471, 0.241821, -0.969727, 0.366211, -0.122070, -0.183106,sit
102199, -0.031982, 0.241821, -0.969727, 0.305176, -0.122070, -0.183106,sit
102219, -0.032104, 0.241821, -0.970459, 0.305176, -0.122070, -0.183106,sit
102239, -0.032715, 0.241943, -0.970337, 0.305176, -0.122070, -0.183106,sit
102259, -0.031372, 0.241211, -0.969849, 0.305176, -0.122070, -0.183106,sit
102279, -0.031616, 0.242432, -0.969849, 0.366211, -0.122070, -0.183106,sit
102299, -0.033081, 0.241699, -0.970215, 0.366211, -0.122070, -0.183106,sit
102319, -0.031860, 0.241943, -0.970581, 0.366211, -0.122070, -0.183106,sit
102339, -0.032349, 0.241699, -0.969971, 0.305176, -0.122070, -0.183106,sit
102359, -0.032593, 0.241333, -0.970703, 0.305176, -0.122070, -0.183106,sit
102379, -0.032593, 0.241333, -0.970703, 0.305176, -0.122070, -0.183106,sit
102399, -0.032593, 0.241821, -0.970337, 0.366211, -0.122070, -0.183106,sit
102419, -0.031128, 0.242065, -0.969604, 0.305176, -0.122070, -0.183106,sit
102439, -0.032227, 0.241577, -0.970703, 0.366211, -0.122070, -0.183106,sit
102459, -0.031982, 0.240845, -0.970947, 0.305176, -0.122070, -0.183106,sit
102479, -0.031738, 0.241455, -0.970581, 0.305176, -0.122070, -0.183106,sit
102499, -0.031860, 0.241211, -0.970093, 0.366211, -0.122070, -0.183106,sit
102519, -0.032349, 0.242065, -0.969849, 0.366211, -0.061035, -0.183106,sit
102539, -0.031860, 0.241577, -0.970337, 0.366211, -0.122070, -0.183106,sit
102559, -0.031860, 0.241455, -0.969849, 0.305176, -0.061035, -0.183106,sit
102579, -0.031494, 0.241943, -0.970337, 0.305176, -0.061035, -0.122070,sit
102599, -0.031982, 0.241577, -0.970215, 0.366211, -0.122070, -0.183106,sit
102619, -0.032104, 0.242188, -0.970093, 0.305176, -0.122070, -0.244141,sit
102639, -0.031494, 0.241699, -0.969727, 0.366211, -0.122070, -0.183106,sit
102659, -0.031128, 0.242432, -0.970703, 0.366211, -0.122070, -0.183106,sit
102679, -0.033203, 0.241333, -0.969849, 0.305176, -0.122070, -0.183106,sit
102699, -0.032227, 0.241943, -0.969604, 0.366211, -0.122070, -0.183106,sit
102719, -0.032349, 0.241699, -0.970581, 0.366211, -0.122070, -0.183106,sit
102739, -0.032959, 0.241699, -0.970459, 0.305176, -0.061035, -0.183106,sit
102759, -0.031616, 0.241821, -0.969971, 0.305176, -0.122070, -0.183106,sit
102779, -0.031738, 0.241211, -0.970337, 0.305176, -0.061035, -0.183106,sit
102799, -0.032471, 0.242554, -0.970459, 0.305176, -0.122070, -0.183106,sit
102819, -0.032959, 0.241943, -0.969971, 0.366211, -0.122070, -0.183106,sit
102839, -0.031738, 0.241455, -0.970093, 0.305176, -0.122070, -0.183106,sit
102859, -0.032715, 0.241943, -0.969971, 0.366211, -0.122070, -0.183106,sit
102879, -0.031250, 0.241821, -0.970093, 0.305176, -0.122070, -0.183106,sit
102899, -0.031494, 0.241089, -0.969971, 0.366211, -0.122070, -0.183106,sit
102919, -0.032837, 0.241943, -0.970093, 0.305176, -0.122070, -0.183106,sit
102939, -0.031860, 0.241699, -0.970337, 0.305176, -0.122070, -0.183106,sit
102959, -0.031860, 0.241455, -0.970459, 0.305176, -0.122070, -0.183106,sit
102979, -0.032227, 0.241699, -0.970215, 0.366211, -0.122070, -0.183106,sit
102999, -0.031982, 0.241821, -0.969727, 0.366211, -0.122070, -0.183106,sit
103019, -0.032349, 0.241943, -0.970581, 0.366211, -0.122070, -0.244141,sit
